player_id,name,club,position,price,xpts_gw1,xpts_gw2,xpts_gw3,xpts_gw4,xpts_gw5,status
37,Konrad Zieliński,Raków Częstochowa,GK,8.2,5.28,5.2,4.44,5.43,5.43,ok
38,Adam Lewandowski,Raków Częstochowa,GK,5.9,3.41,3.27,2.71,2.94,3.01,ok
39,Piotr Walczak,Raków Częstochowa,DEF,5.3,2.04,1.64,1.94,1.88,1.64,ok
40,Piotr Wysocki,Raków Częstochowa,DEF,8.0,2.9,3.92,3.7,3.91,2.95,ok
41,Wojciech Nowicki,Raków Częstochowa,DEF,4.3,1.5,1.44,1.56,1.77,1.73,ok
42,Wojciech Sikora,Raków Częstochowa,DEF,5.0,1.96,2.03,1.7,1.69,2.02,ok
43,Paweł Kowalczyk,Raków Częstochowa,DEF,5.7,1.78,1.9,2.12,1.87,1.9,ok
44,Mateusz Rutkowski,Raków Częstochowa,DEF,4.1,1.54,1.74,1.62,1.39,1.66,ok
45,Mateusz Kozłowski,Raków Częstochowa,MID,7.2,2.48,2.23,2.16,1.91,2.09,ok
46,Rafał Jankowski,Raków Częstochowa,MID,7.2,2.77,1.99,1.98,2.36,2.76,ok
47,Igor Michalak,Raków Częstochowa,MID,7.0,2.27,2.26,2.26,2.18,2.45,ok
48,Igor Dudek,Raków Częstochowa,MID,11.3,4.05,4.91,4.68,4.56,4.16,ok
49,Krzysztof Wójcik,Raków Częstochowa,MID,12.8,4.97,5.52,4.57,3.83,5.06,ok
50,Marcin Ostrowski,Raków Częstochowa,MID,11.2,3.55,3.63,3.89,3.41,3.87,ok
51,Wojciech Piątek,Raków Częstochowa,FWD,14.6,6.18,5.37,6.85,5.54,5.66,ok
52,Jakub Wieczorek,Raków Częstochowa,FWD,8.9,2.69,2.37,2.69,2.18,2.44,ok
53,Filip Dąbrowski,Raków Częstochowa,FWD,9.1,2.11,2.41,2.33,2.72,2.65,ok
54,Patryk Dąbrowski,Raków Częstochowa,FWD,11.6,4.83,3.94,3.83,5.03,3.53,ok
55,Sebastian Marciniak,Jagiellonia Białystok,GK,7.0,4.22,4.29,3.99,4.11,4.2,ok
56,Bartosz Wysocki,Jagiellonia Białystok,GK,7.5,4.86,3.84,4.7,4.84,4.73,ok
57,Grzegorz Nowakowski,Jagiellonia Białystok,DEF,4.6,1.6,1.75,1.48,1.51,1.33,ok
58,Jakub Jabłoński,Jagiellonia Białystok,DEF,8.3,3.02,3.95,3.89,3.6,3.64,ok
59,Rafał Wysocki,Jagiellonia Białystok,DEF,4.4,1.55,1.48,1.56,1.77,1.53,ok
60,Sebastian Rutkowski,Jagiellonia Białystok,DEF,7.1,2.87,3.06,3.14,3.0,3.02,ok
61,Filip Kołodziej,Jagiellonia Białystok,DEF,5.0,1.87,1.64,1.78,1.49,1.52,ok
62,Wojciech Lewandowski,Jagiellonia Białystok,DEF,8.4,3.44,3.71,3.65,3.65,3.24,ok
63,Miłosz Kubiak,Jagiellonia Białystok,MID,6.5,2.46,1.82,2.12,2.38,2.49,ok
64,Łukasz Nowicki,Jagiellonia Białystok,MID,8.4,3.32,2.43,2.45,3.12,2.62,ok
65,Krzysztof Szymański,Jagiellonia Białystok,MID,10.5,3.43,3.2,3.56,3.75,4.34,ok
66,Marcin Nowak,Jagiellonia Białystok,MID,6.2,2.11,1.93,2.14,1.94,1.92,ok
67,Jakub Zając,Jagiellonia Białystok,MID,11.9,3.91,5.43,5.01,5.38,4.22,ok
68,Krzysztof Kowalczyk,Jagiellonia Białystok,MID,8.4,3.01,2.78,2.84,2.69,2.46,ok
69,Mateusz Wójcik,Jagiellonia Białystok,FWD,13.3,5.98,4.4,4.43,4.97,4.27,ok
70,Krzysztof Wróbel,Jagiellonia Białystok,FWD,13.8,5.81,6.44,6.47,5.61,6.04,ok
71,Kacper Walczak,Jagiellonia Białystok,FWD,9.6,3.3,2.85,2.57,3.67,2.66,ok
72,Damian Walczak,Jagiellonia Białystok,FWD,8.5,2.71,2.97,2.24,2.63,2.27,ok
73,Oskar Sikora,Górnik Zabrze,GK,4.6,1.82,2.06,2.23,2.08,2.03,ok
74,Piotr Górski,Górnik Zabrze,GK,6.0,2.88,2.82,3.16,2.95,2.99,ok
75,Konrad Pietrzak,Górnik Zabrze,DEF,5.3,2.06,1.78,1.99,1.68,1.71,ok
76,Patryk Wójcik,Górnik Zabrze,DEF,7.2,2.82,3.12,2.97,3.22,3.28,ok
77,Filip Nowicki,Górnik Zabrze,DEF,9.7,4.6,4.27,4.09,4.86,4.9,ok
78,Bartosz Wiśniewski,Górnik Zabrze,DEF,6.7,3.01,3.15,2.74,2.39,3.12,ok
79,Nikodem Wysocki,Górnik Zabrze,DEF,9.4,4.04,3.84,3.9,4.43,4.67,ok
80,Karol Rutkowski,Górnik Zabrze,DEF,4.6,1.5,1.56,1.76,1.52,1.83,ok
81,Bartosz Michalski,Górnik Zabrze,MID,9.8,3.68,2.81,3.06,3.93,2.93,ok
82,Wojciech Nowakowski,Górnik Zabrze,MID,12.3,4.54,5.47,4.04,4.11,5.14,ok
83,Adam Michalak,Górnik Zabrze,MID,9.7,2.76,3.23,3.55,2.79,2.96,ok
84,Miłosz Walczak,Górnik Zabrze,MID,5.4,1.49,1.46,1.52,1.63,1.64,ok
85,Krzysztof Sikora,Górnik Zabrze,MID,6.5,2.25,2.08,1.88,2.41,1.95,ok
86,Karol Mazur,Górnik Zabrze,MID,6.9,2.21,1.87,2.35,2.01,1.79,ok
87,Adam Sadowski,Górnik Zabrze,FWD,9.3,3.47,2.52,2.8,2.59,3.5,ok
88,Kacper Wójcik,Górnik Zabrze,FWD,7.0,2.05,1.77,1.64,1.62,1.67,ok
89,Michał Jankowski,Górnik Zabrze,FWD,11.6,3.96,3.7,4.43,4.64,4.91,ok
90,Łukasz Kozłowski,Górnik Zabrze,FWD,6.2,1.3,1.48,1.75,1.56,1.68,ok
91,Marcin Krawczyk,GKS Katowice,GK,6.6,3.82,3.09,3.72,3.2,3.55,ok
92,Łukasz Mazur,GKS Katowice,GK,4.8,2.1,2.19,1.97,2.19,2.06,ok
93,Marcin Wiśniewski,GKS Katowice,DEF,6.1,1.88,1.97,1.88,2.24,2.08,ok
94,Piotr Marciniak,GKS Katowice,DEF,3.7,1.19,1.26,1.08,1.2,1.17,ok
95,Konrad Kowalczyk,GKS Katowice,DEF,3.6,0.98,1.12,1.12,0.96,0.92,ok
96,Paweł Sadowski,GKS Katowice,DEF,4.2,1.09,1.43,1.2,1.34,1.14,ok
97,Adam Zając,GKS Katowice,DEF,8.2,3.64,3.42,3.32,3.18,2.92,ok
98,Kamil Wiśniewski,GKS Katowice,DEF,6.1,1.92,2.1,1.88,1.86,2.23,ok
99,Michał Lewandowski,GKS Katowice,MID,7.6,3.14,2.35,2.32,2.62,3.05,ok
100,Adam Jabłoński,GKS Katowice,MID,11.2,3.72,5.06,4.03,4.53,4.17,ok
101,Sebastian Michalski,GKS Katowice,MID,5.7,1.53,1.47,1.91,1.72,1.57,ok
102,Marcin Michalski,GKS Katowice,MID,12.4,4.52,5.77,5.45,5.92,4.25,ok
103,Damian Nowakowski,GKS Katowice,MID,11.1,3.65,4.09,3.79,3.91,5.39,ok
104,Antoni Mazur,GKS Katowice,MID,11.9,5.49,4.61,4.23,5.3,5.63,ok
105,Mateusz Kołodziej,GKS Katowice,FWD,10.5,3.04,3.52,3.05,4.66,3.05,ok
106,Sebastian Grabowski,GKS Katowice,FWD,11.4,4.31,4.24,4.73,3.69,3.61,ok
107,Damian Kubiak,GKS Katowice,FWD,8.6,3.16,3.0,2.41,2.84,2.98,ok
108,Marcin Nowicki,GKS Katowice,FWD,8.0,2.28,2.95,2.28,2.54,2.32,ok
109,Paweł Nowak,Pogoń Szczecin,GK,7.0,3.89,3.71,4.3,3.71,3.49,ok
110,Miłosz Kozłowski,Pogoń Szczecin,GK,5.2,2.37,2.68,2.4,2.21,2.11,ok
111,Oskar Dąbrowski,Pogoń Szczecin,DEF,7.0,2.33,2.79,2.57,2.69,2.38,ok
112,Tomasz Kozłowski,Pogoń Szczecin,DEF,6.4,2.07,2.35,2.59,2.71,2.14,ok
113,Nikodem Michalak,Pogoń Szczecin,DEF,5.2,1.78,1.5,1.82,1.81,1.92,ok
114,Kamil Nowakowski,Pogoń Szczecin,DEF,6.9,2.3,2.53,2.61,2.18,2.94,ok
115,Dawid Baran,Pogoń Szczecin,DEF,5.5,2.0,1.91,1.56,1.95,1.93,ok
116,Rafał Wiśniewski,Pogoń Szczecin,DEF,7.2,2.53,2.59,2.95,2.88,2.76,ok
117,Tomasz Wilk,Pogoń Szczecin,MID,6.1,1.78,1.87,1.66,1.55,2.21,ok
118,Łukasz Pawłowski,Pogoń Szczecin,MID,7.8,2.96,2.98,2.95,2.53,2.21,ok
119,Konrad Górski,Pogoń Szczecin,MID,8.3,2.38,2.48,3.36,2.67,3.13,ok
120,Filip Wójcik,Pogoń Szczecin,MID,10.4,4.32,4.54,3.31,3.37,4.25,ok
121,Grzegorz Zieliński,Pogoń Szczecin,MID,5.6,1.86,2.15,2.13,1.67,2.05,ok
122,Nikodem Nowakowski,Pogoń Szczecin,MID,4.6,1.43,1.17,1.49,1.22,1.46,ok
123,Michał Wilk,Pogoń Szczecin,FWD,6.7,1.86,1.66,1.76,1.75,2.35,ok
124,Rafał Zając,Pogoń Szczecin,FWD,12.1,5.27,3.85,4.71,4.94,4.34,ok
125,Maksymilian Górski,Pogoń Szczecin,FWD,9.2,3.7,2.67,3.86,3.35,3.04,ok
126,Konrad Piątek,Pogoń Szczecin,FWD,6.8,2.22,2.06,2.38,2.12,1.92,ok
127,Tomasz Wysocki,Zagłębie Lubin,GK,4.5,2.16,1.96,2.0,1.82,1.66,ok
128,Kacper Nowakowski,Zagłębie Lubin,GK,4.1,1.57,1.6,1.77,1.44,1.48,ok
129,Jakub Wójcik,Zagłębie Lubin,DEF,3.5,0.87,0.94,0.9,1.0,1.0,ok
130,Michał Piątek,Zagłębie Lubin,DEF,6.9,2.22,2.9,2.31,2.23,2.18,ok
131,Kamil Dąbrowski,Zagłębie Lubin,DEF,8.3,3.32,3.16,2.87,3.61,3.51,ok
132,Kamil Wilk,Zagłębie Lubin,DEF,5.9,2.29,1.97,2.4,1.84,2.15,ok
133,Marcin Jankowski,Zagłębie Lubin,DEF,4.8,1.52,1.18,1.42,1.59,1.23,ok
134,Michał Wysocki,Zagłębie Lubin,DEF,6.8,2.61,2.76,2.22,2.33,2.33,ok
135,Kacper Michalak,Zagłębie Lubin,MID,10.1,4.09,3.93,3.49,3.93,3.48,ok
136,Miłosz Michalski,Zagłębie Lubin,MID,10.0,3.71,3.53,4.08,3.66,3.27,ok
137,Kamil Grabowski,Zagłębie Lubin,MID,4.7,1.26,1.6,1.57,1.28,1.26,ok
138,Nikodem Zając,Zagłębie Lubin,MID,5.6,1.76,1.63,1.91,1.95,1.99,ok
139,Karol Jabłoński,Zagłębie Lubin,MID,8.0,3.02,3.2,2.74,3.05,2.88,ok
140,Tomasz Grabowski,Zagłębie Lubin,MID,7.3,2.49,2.14,2.02,2.09,2.54,ok
141,Dawid Krawczyk,Zagłębie Lubin,FWD,12.8,4.26,4.49,5.69,4.28,4.34,ok
142,Kacper Kowalczyk,Zagłębie Lubin,FWD,11.8,4.09,5.68,4.76,5.04,5.51,ok
143,Patryk Baran,Zagłębie Lubin,FWD,5.4,1.21,1.18,1.6,1.58,1.48,ok
144,Karol Adamczyk,Zagłębie Lubin,FWD,8.6,3.03,2.86,2.46,2.5,2.42,ok
145,Krzysztof Michalski,Radomiak Radom,GK,7.2,4.38,4.56,4.39,4.19,4.04,ok
146,Tomasz Marciniak,Radomiak Radom,GK,6.5,3.05,3.53,3.12,3.48,3.07,ok
147,Antoni Grabowski,Radomiak Radom,DEF,7.4,2.98,2.7,2.85,2.93,2.71,ok
148,Jakub Krawczyk,Radomiak Radom,DEF,6.2,2.37,1.94,2.16,2.05,2.4,ok
149,Wojciech Pietrzak,Radomiak Radom,DEF,8.7,3.16,3.77,3.51,3.03,3.69,ok
150,Filip Sadowski,Radomiak Radom,DEF,7.8,3.43,3.26,2.97,3.02,3.01,ok
151,Miłosz Kamiński,Radomiak Radom,DEF,5.8,1.93,1.88,1.96,2.03,1.8,ok
152,Miłosz Nowakowski,Radomiak Radom,DEF,8.7,3.59,3.71,3.6,2.9,3.57,ok
153,Igor Dąbrowski,Radomiak Radom,MID,11.4,4.55,4.11,4.38,4.81,3.99,ok
154,Adam Szymański,Radomiak Radom,MID,6.8,2.4,2.24,2.05,2.44,2.51,ok
155,Szymon Dąbrowski,Radomiak Radom,MID,10.1,4.29,4.09,3.69,3.52,4.68,ok
156,Dawid Lewandowski,Radomiak Radom,MID,5.7,1.43,1.52,1.52,1.51,1.41,ok
157,Nikodem Lewandowski,Radomiak Radom,MID,6.4,2.1,1.78,2.4,2.08,1.93,ok
158,Kamil Adamczyk,Radomiak Radom,MID,7.9,2.67,2.46,2.81,2.99,2.49,ok
159,Antoni Wilk,Radomiak Radom,FWD,10.9,3.52,4.4,4.69,4.49,4.35,ok
160,Maksymilian Nowakowski,Radomiak Radom,FWD,10.3,3.69,3.46,3.97,3.14,3.63,ok
161,Konrad Sikora,Radomiak Radom,FWD,10.6,3.5,3.79,3.84,4.13,3.77,ok
162,Miłosz Zając,Radomiak Radom,FWD,11.1,4.12,5.07,3.33,4.22,3.54,ok
163,Konrad Mazur,Motor Lublin,GK,5.6,2.63,2.61,2.74,2.59,2.68,ok
164,Karol Piątek,Motor Lublin,GK,5.6,2.99,2.43,2.79,2.57,2.85,ok
165,Mateusz Marciniak,Motor Lublin,DEF,5.5,1.57,1.64,1.43,1.65,1.65,ok
166,Grzegorz Krawczyk,Motor Lublin,DEF,6.7,2.15,2.23,2.67,2.69,2.71,ok
167,Marcin Rutkowski,Motor Lublin,DEF,4.7,1.48,1.5,1.42,1.35,1.39,ok
168,Krzysztof Walczak,Motor Lublin,DEF,6.1,2.08,1.8,2.28,1.95,2.29,ok
169,Wojciech Baran,Motor Lublin,DEF,7.3,3.05,2.86,3.17,3.17,2.75,ok
170,Kamil Dudek,Motor Lublin,DEF,5.3,1.77,1.49,1.92,1.53,1.6,ok
171,Marcin Wójcik,Motor Lublin,MID,4.7,1.34,1.63,1.44,1.35,1.46,ok
172,Rafał Kowalski,Motor Lublin,MID,5.8,1.53,1.72,1.7,1.87,1.46,ok
173,Łukasz Krawczyk,Motor Lublin,MID,10.7,3.78,4.0,4.13,4.27,4.79,ok
174,Filip Kubiak,Motor Lublin,MID,10.7,3.69,4.54,4.26,4.63,4.1,ok
175,Miłosz Zieliński,Motor Lublin,MID,8.7,2.64,2.54,2.95,2.45,2.92,ok
176,Bartosz Sadowski,Motor Lublin,MID,6.1,1.86,1.95,1.57,1.67,1.92,ok
177,Damian Adamczyk,Motor Lublin,FWD,11.6,4.27,5.41,3.62,4.71,4.71,ok
178,Jakub Nowak,Motor Lublin,FWD,9.7,4.11,3.21,4.19,3.47,3.43,ok
179,Miłosz Dąbrowski,Motor Lublin,FWD,4.8,1.39,1.27,1.5,1.28,1.33,ok
180,Igor Kubiak,Motor Lublin,FWD,11.0,3.91,3.89,4.13,4.64,3.66,ok
181,Karol Sadowski,Wisła Płock,GK,5.1,2.16,2.31,2.61,2.4,2.49,ok
182,Piotr Mazur,Wisła Płock,GK,4.8,2.05,2.08,2.16,1.74,2.13,ok
183,Miłosz Sikora,Wisła Płock,DEF,6.5,2.03,1.81,1.95,2.5,2.26,ok
184,Rafał Wójcik,Wisła Płock,DEF,7.8,3.3,3.31,3.32,3.39,3.28,ok
185,Rafał Kamiński,Wisła Płock,DEF,4.7,1.47,1.6,1.31,1.35,1.29,ok
186,Nikodem Kowalski,Wisła Płock,DEF,5.5,2.09,1.95,1.78,1.8,1.87,ok
187,Piotr Nowak,Wisła Płock,DEF,5.9,2.3,1.74,2.07,1.74,1.78,ok
188,Konrad Walczak,Wisła Płock,DEF,6.7,2.47,2.13,2.42,2.59,2.87,ok
189,Bartosz Michalak,Wisła Płock,MID,10.5,3.34,3.96,4.7,4.22,3.89,ok
190,Jakub Zieliński,Wisła Płock,MID,12.4,4.61,4.4,5.16,4.73,5.37,ok
191,Łukasz Jankowski,Wisła Płock,MID,11.8,5.19,5.08,3.98,5.22,4.26,ok
192,Oskar Sadowski,Wisła Płock,MID,7.9,2.56,3.31,3.04,2.32,2.32,ok
193,Kamil Marciniak,Wisła Płock,MID,4.7,1.45,1.2,1.51,1.34,1.15,ok
194,Krzysztof Pietrzak,Wisła Płock,MID,10.2,3.26,4.53,3.18,4.51,3.25,ok
195,Damian Baran,Wisła Płock,FWD,11.1,3.75,4.65,3.86,3.76,4.39,ok
196,Kamil Kołodziej,Wisła Płock,FWD,7.3,2.72,2.58,2.37,2.11,2.21,ok
197,Miłosz Pawłowski,Wisła Płock,FWD,7.7,2.58,2.88,2.79,2.27,2.02,ok
198,Paweł Kozłowski,Wisła Płock,FWD,9.5,3.96,2.77,3.87,3.84,3.92,ok
199,Antoni Dąbrowski,Cracovia,GK,4.6,2.17,2.1,2.23,1.93,1.79,ok
200,Konrad Baran,Cracovia,GK,4.3,1.98,1.65,1.83,1.86,1.76,ok
201,Michał Michalski,Cracovia,DEF,6.7,2.21,2.34,2.33,2.19,1.96,ok
202,Marcin Wilk,Cracovia,DEF,6.4,2.42,2.04,2.18,1.96,1.97,ok
203,Filip Jankowski,Cracovia,DEF,7.9,3.14,2.9,3.36,3.45,2.78,ok
204,Nikodem Sadowski,Cracovia,DEF,5.6,1.82,1.92,1.55,1.8,1.66,ok
205,Igor Kołodziej,Cracovia,DEF,3.6,1.08,1.04,0.94,0.96,0.87,ok
206,Patryk Nowicki,Cracovia,DEF,5.8,2.26,2.3,2.39,1.94,1.8,ok
207,Marcin Kamiński,Cracovia,MID,4.2,1.08,1.21,1.13,1.27,1.29,ok
208,Maksymilian Kołodziej,Cracovia,MID,9.4,3.82,2.98,3.28,3.16,2.98,ok
209,Nikodem Ostrowski,Cracovia,MID,7.3,2.09,2.83,2.85,2.14,1.99,ok
210,Wojciech Krawczyk,Cracovia,MID,4.5,1.16,1.54,1.25,1.36,1.46,ok
211,Patryk Michalak,Cracovia,MID,4.5,1.35,1.43,1.32,1.16,1.28,ok
212,Damian Zając,Cracovia,MID,7.2,2.19,2.2,2.25,2.58,2.67,ok
213,Miłosz Kowalski,Cracovia,FWD,8.5,3.27,2.53,3.31,2.44,3.05,ok
214,Patryk Górski,Cracovia,FWD,12.6,5.06,4.25,4.37,6.33,4.92,ok
215,Mateusz Piątek,Cracovia,FWD,5.7,1.27,1.64,1.55,1.32,1.73,ok
216,Wojciech Walczak,Cracovia,FWD,8.0,2.2,2.78,2.26,2.1,2.42,ok
217,Piotr Rutkowski,Piast Gliwice,GK,7.1,4.53,3.46,4.43,4.17,3.64,ok
218,Mateusz Michalski,Piast Gliwice,GK,6.5,3.55,3.38,3.36,3.36,3.51,ok
219,Kacper Adamczyk,Piast Gliwice,DEF,4.3,1.31,1.33,1.33,1.31,1.44,ok
220,Igor Adamczyk,Piast Gliwice,DEF,4.5,1.56,1.27,1.42,1.24,1.26,ok
221,Patryk Nowakowski,Piast Gliwice,DEF,7.4,2.33,2.34,2.83,2.72,2.51,ok
222,Michał Szymański,Piast Gliwice,DEF,6.9,2.82,2.62,2.31,2.2,2.75,ok
223,Paweł Wójcik,Piast Gliwice,DEF,6.4,2.03,2.29,2.52,1.9,2.12,ok
224,Bartosz Nowicki,Piast Gliwice,DEF,4.9,1.76,1.33,1.63,1.57,1.7,ok
225,Krzysztof Wysocki,Piast Gliwice,MID,11.9,4.1,4.67,4.44,5.67,5.86,ok
226,Tomasz Lewandowski,Piast Gliwice,MID,12.1,4.94,4.97,4.99,3.94,5.8,ok
227,Adam Marciniak,Piast Gliwice,MID,5.6,1.44,1.77,1.32,1.36,1.7,ok
228,Jakub Kołodziej,Piast Gliwice,MID,9.4,3.01,3.28,3.15,2.82,2.93,ok
229,Wojciech Zieliński,Piast Gliwice,MID,8.0,2.99,2.32,2.33,3.12,2.75,ok
230,Adam Nowakowski,Piast Gliwice,MID,5.3,1.73,1.42,1.77,1.83,1.54,ok
231,Paweł Kołodziej,Piast Gliwice,FWD,11.6,4.3,5.45,5.09,4.19,4.0,ok
232,Piotr Wróbel,Piast Gliwice,FWD,11.7,5.57,4.17,4.33,4.65,4.18,ok
233,Bartosz Krawczyk,Piast Gliwice,FWD,6.6,2.02,1.82,1.94,1.61,1.87,ok
234,Igor Nowak,Piast Gliwice,FWD,6.4,1.77,2.2,1.81,1.53,2.19,ok
235,Miłosz Wiśniewski,Korona Kielce,GK,3.6,1.25,1.39,1.26,1.35,1.48,ok
236,Szymon Lewandowski,Korona Kielce,GK,4.5,1.84,2.1,1.76,1.77,1.95,ok
237,Szymon Ostrowski,Korona Kielce,DEF,8.5,3.43,3.86,3.25,3.34,3.8,ok
238,Nikodem Walczak,Korona Kielce,DEF,6.7,2.53,2.53,2.17,2.3,2.5,ok
239,Adam Baran,Korona Kielce,DEF,4.6,1.46,1.49,1.52,1.46,1.39,ok
240,Adam Wieczorek,Korona Kielce,DEF,4.7,1.42,1.51,1.26,1.41,1.63,ok
241,Oskar Zając,Korona Kielce,DEF,6.2,2.46,1.97,2.3,1.87,1.81,ok
242,Maksymilian Krawczyk,Korona Kielce,DEF,5.9,1.82,1.85,2.04,1.64,1.72,ok
243,Rafał Dąbrowski,Korona Kielce,MID,7.5,2.2,2.26,2.64,2.33,2.87,ok
244,Mateusz Michalak,Korona Kielce,MID,6.3,2.11,2.16,1.96,1.74,1.95,ok
245,Oskar Wilk,Korona Kielce,MID,5.0,1.72,1.3,1.65,1.36,1.53,ok
246,Mateusz Baran,Korona Kielce,MID,11.2,4.08,4.19,4.19,4.52,4.65,ok
247,Kamil Zając,Korona Kielce,MID,4.1,1.44,1.21,1.19,1.27,1.37,ok
248,Paweł Pietrzak,Korona Kielce,MID,7.2,2.56,2.12,2.7,2.37,2.05,ok
249,Piotr Grabowski,Korona Kielce,FWD,12.8,6.33,4.3,4.82,6.27,4.92,ok
250,Oskar Dudek,Korona Kielce,FWD,9.1,3.27,3.26,3.49,3.1,3.06,ok
251,Szymon Krawczyk,Korona Kielce,FWD,8.4,2.09,2.25,2.44,2.54,2.71,ok
252,Nikodem Pietrzak,Korona Kielce,FWD,5.8,1.51,1.5,1.72,1.8,1.61,ok
253,Grzegorz Wysocki,Widzew Łódź,GK,6.5,3.22,3.22,2.94,3.17,3.04,ok
254,Grzegorz Wieczorek,Widzew Łódź,GK,6.8,4.27,3.77,3.49,3.63,3.87,ok
255,Igor Mazur,Widzew Łódź,DEF,5.8,1.86,1.59,1.87,1.9,1.96,ok
256,Grzegorz Walczak,Widzew Łódź,DEF,3.6,0.97,0.92,1.02,0.88,0.8,ok
257,Antoni Nowicki,Widzew Łódź,DEF,8.3,3.48,3.05,3.11,3.58,3.05,ok
258,Igor Ostrowski,Widzew Łódź,DEF,4.1,1.01,1.13,1.24,1.16,1.23,ok
259,Kacper Kowalski,Widzew Łódź,DEF,7.3,2.44,2.52,2.56,2.34,2.88,ok
260,Maksymilian Wilk,Widzew Łódź,DEF,3.8,1.1,0.92,0.98,1.03,1.15,ok
261,Kacper Górski,Widzew Łódź,MID,4.5,1.15,1.12,1.3,1.13,1.06,ok
262,Maksymilian Rutkowski,Widzew Łódź,MID,6.6,2.48,2.11,2.47,1.92,2.03,ok
263,Grzegorz Wilk,Widzew Łódź,MID,5.9,2.0,1.75,1.94,1.6,1.55,ok
264,Krzysztof Baran,Widzew Łódź,MID,5.6,1.71,1.87,1.61,1.85,1.77,ok
265,Marcin Kowalczyk,Widzew Łódź,MID,12.2,5.73,5.02,4.66,4.83,4.57,ok
266,Paweł Wiśniewski,Widzew Łódź,MID,6.4,2.1,1.69,1.62,1.66,1.91,ok
267,Konrad Szymański,Widzew Łódź,FWD,9.2,3.52,2.79,2.95,2.76,3.0,ok
